id,attention,progress-belief,mechanism_open-ended,charity-choice - Selected Choice,charity-choice - None of these (please enter a charity of your choice) - Text,donation-amount,donation-binary,humanprogress1,humanprogress2,humanprogress3,humanprogress4,inevitableprogress1,inevitableprogress2,inevitableprogress3,inevitableprogress4,humanprogress.mean,inevitableprogress.mean,donation-openended,gender - Selected Choice,gender - Prefer to self-identify: - Text,politics - Selected Choice,politics - Other - Text,age,religion,country,"Are you of Spanish, Hispanic, or Latino origin?",What is your race? Select all that apply. - Selected Choice,l-human-action,c-human-action,l-inevitable,c-inevitable,l-action-as-cause,c-action-as-cause,l-belief-as-cause,c-belief-as-cause,l-self-reference,c-self-reference
261,instructions,Yes,i think moral progress can occur with the improvement of the general standard of living of people which in turns improves moral progress.,Hope for Ukraine Inc.,,10,0,0,6,5,4,4,4,2,4,5.25,3.5,felt like a good amount.,Man,,Liberal,,31,Atheism,United States of America,Yes,White,0,0,1,1,0,0,0,0,0,0
249,instructions,Not sure,Moral progress can occur by people placing themselves in others shoes. People need to see each other as equals and humans first. We need empathy and understanding.,Voices for Racial Justice,,20,1,6,4,5,6,3,5,3,3,5.25,3.5,"Because it is always better to give too much than too little, I can spare it. ",Woman,,Very liberal,,39,Baptist,United States of America,No,Black,0,0,1,1,0,0,1,1,0,0
100,instructions,No,An issue can be identified that is considered to be morally wrong such as child labor. When it is identified then actions can be take to correct the problem. This can include legislation and calls to action to bring about change.,None of these (please enter a charity of your choice),Atlanta Humane Society,0,0,6,6,6,5,3,4,3,4,5.75,3.5,I already have donations planned,Woman,,Liberal,,66,Methodist,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
158,instructions,Yes,"If overall standards of living increase, then individual's perceptions of right and wrong also change. ",Hope for Ukraine Inc.,,0,0,6,5,4,5,3,5,3,3,5,3.5,I am broke,Man,,Liberal,,24,Catholicism,United States of America,Yes,White,1,1,0,0,1,1,1,1,0,0
185,instructions,No,"Quality of life is the biggest factor, living well lessens the incentive to do whats morally wrong",Nonviolent Peaceforce (peace efforts),,0,0,6,6,4,6,3,4,4,3,5.5,3.5,i need money,Man,,Liberal,,29,Catholicism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
284,instructions,Yes,"People realize societal injustices and then try to correct them broadly. Also, as people become more educated and living conditions improve, people become less intolerant of injustice holding people back.",Palestine Children’s Relief Fund,,0,0,6,5,5,6,3,5,3,3,5.5,3.5,Because I do not want to be forced to donate.,Man,,Liberal,,27,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
281,instructions,Not sure,"developing a universal basic income, creating greater deadly weapon control, ensuring land for all and food",Palestine Children’s Relief Fund,,1,1,5,6,5,4,3,5,3,3,5,3.5,because i am poor and needy,Man,,Moderate,,44,Spiritual but no religion,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
97,instructions,Yes,"I think the way moral process can occur is when a person, group of people, or society in general is about to recognize and understand situations where moral injustice is occurring.  For example how over time people came to realize the immoral way black people were being treated during the time slavery occurred.  Once there was recognition and those who likely were highly moral spoke up, progress began to right the wrong.",Abortion Care Network,,2,1,7,7,5,7,4,3,4,3,6.5,3.5,"I am on pretty much a fixed budget, living expenses continue to increase (food, insurance, etc), so that is all I would feel comfortable giving.",Woman,,Moderate,,65,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
51,instructions,Not sure,If the country doesn't put Trump in office.  He is so immoral in his beliefs.  Also all the people from other countries that live here are rioting and causing much disruptions.  Its becoming not a safe place to live with all the robbing etc.,Any Woman Can LLC (women's rights),,5,1,5,4,3,5,3,4,4,3,4.25,3.5,Because I'm on a limited income,Woman,,Conservative,,74,Atheism,United States of America,No,White,0,1,0,0,0,1,0,0,0,0
123,instructions,No,by doing the right thing,IsraAid US Inc. (aid for Israel),,8,1,5,5,3,3,3,2,3,6,4,3.5,thats all they deserve,Man,,Conservative,,30,Other,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
64,instructions,Yes,"As the world grows more interconnected, more and more people will come into contact with, (or at the very least, become aware of) types of people that don't adhere to the values that one might consider ""normal"". An intelligent person sits with this information, assesses ""why"" they might believe something to be moral/ethical, and come to understand that the world is not as black-and-white as they once believed. The more this happens, and alternate schools of thought are deemed ""acceptable"", the more each generation grows up to consider as normal what was once thought of as an aberration. When those once considered ""others"" are not thought of as regular people, a more moral understanding happens between the two groups.",Abortion Care Network,,15,1,7,7,7,7,4,4,3,3,7,3.5,"going all the way to 20 seemed too ""try-hard""",Woman,,Very liberal,,45,Atheism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
2,instructions,Not sure,I think moral progress can occur first by recognizing something morally unjust and that a change needs to happen. I think it takes teaching humanity and understanding around the issue. ,Abortion Care Network,,20,1,5,7,5,6,3,5,3,3,5.75,3.5,Because I am concerned with how the US is heading in regards to woman's health. Abortion care is very important medical care that needs to be provided for so many reasons. Abortions will not stop even it banned it will just be done unsafely. There are medical reasons women need abortions. Also abortions so not be denied to anyone because people should have the right to choose. I am also worried how these implications of policies will then turn towards birth control and other female health.,Woman,,Liberal,,26,Presbyterianism,United States of America,No,Asian,1,1,0,0,1,1,1,1,0,0
10,instructions,Yes,One way to make moral progress is to address issues that cause systemic injustice. For example the implementation of universal equal protected rights such as suffrage. ,Abortion Care Network,,20,1,7,7,7,7,3,5,2,4,7,3.5,"If I have the option to donate up to a certain amount, why wouldn't I always choose the greatest amount?",Man,,Liberal,,23,Agnosticism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
30,instructions,Yes,"I think that moral progress can occur with how things have changed regarding racism. While we still have more to learn and grow, the racism that black people specifically experience is not as bad as it was when black people were enslaved.",Voices for Racial Justice,,20,1,7,7,7,7,5,5,3,1,7,3.5,I think it is important to donate to a cause that has to do with racism,Woman,,Very liberal,,32,Pentecostalism,United States of America,No,Black,1,1,0,0,1,1,1,1,0,0
32,instructions,Yes,"Moral progress can happen through education and training.  Thirty years ago, most Americans favored marriage inequality against gays.  Within those 30 years, the opinion has changed and it is now legal for gays to marry.",Abortion Care Network,,20,1,5,6,6,5,2,7,2,3,5.5,3.5,"Access to abortion was guaranteed for over 40 years then it was yanked away by a tiny group of idiots on the Supreme Court.  It was supremely unfair, and I want to help bring that access back.",Man,,Very liberal,,58,Agnosticism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
132,instructions,Not sure,Moral progress can occur when society collectively agrees to change. For example over time attitudes towards single mothers have changed to the point where they're now considered stunning and brave. If society were to reverse this belief and go back to shaming single mothers children would be raised in better homes and moral progress would be made. ,None of these (please enter a charity of your choice),Donald J Trump election fund,20,1,5,5,2,4,4,3,3,4,4,3.5,Because I want the charity I chose to get the most money possible. ,Man,,Conservative,,45,Agnosticism,United States of America,Yes,White,0,1,0,0,0,0,0,1,0,0
135,instructions,No,Making things that were once taboo now widely acceptable.,None of these (please enter a charity of your choice),hunger oraganizations that feed people globaly,20,1,6,5,5,5,4,3,4,3,5.25,3.5,Because I always want to give whatever I can afford,Woman,,Liberal,,63,Other,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
148,instructions,Not sure,"Moral progress can occur when we treat everyone with compassion. For that to happen, we need to be taught how to love and lead with trust when we interact with anyone we do not know intimately. Currently, majority of people always fall into the trap of distrusting anyone they believe is different from them: ""us versus them"" mentality. Moral progress will happen when we are able to place ourselves in the shoes of those who are less fortunate than us.",Hope for Ukraine Inc.,,20,1,7,7,7,6,2,5,4,3,6.75,3.5,I believe in the cause. I want to put money where my mouth is.,Woman,,Moderate,,50,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
156,instructions,Yes,"I think that moral progress occurs through demonstrations, boycotting, protests, and wisespread media coverage. Given the individuals in this world that have power typically focus on money and other benefits, consequences must be put into place for them to be willing to enact moral change. ",Abortion Care Network,,20,1,7,7,7,7,3,5,3,3,7,3.5,"If I had the opportunity for a donation to be larger, I don't see why I wouldn't. ",Woman,,Very liberal,,26,Agnosticism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
167,instructions,Yes,"By having more sympathy and understanding regarding those different from us, leading to us treating those different from us better than we had once treated them. By giving others more grace when they make mistakes and passing less harsh judgement upon them. ",Abortion Care Network,,20,1,6,5,6,6,4,5,1,4,5.75,3.5,Because it seemed like it had no negative repercussions to do so. I picked the maximum because there appear to be no down sides to choosing the maximum.,Woman,,Liberal,,30,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
252,instructions,Not sure,With understanding and knowledge people learn that certain things are right and wrong. WE are taught what is moral and what is not.,None of these (please enter a charity of your choice),Compassion International to stop human trafficking,10,1,6,6,2,4,2,4,4,4,4.5,3.5,10,Woman,,Conservative,,49,Non-denominational Christianity,United States of America,No,White,1,1,1,1,1,1,1,1,0,0
262,instructions,Yes,"In my opinion, moral progress can occur first once an individual, or groups of individuals, discover that an act or action in immoral. Next, individuals have to collectively agree that an act or action is immoral. For example, many people believe consuming murdering and consuming dead animals is immoral. Progress to change the consumption of animal products can only happen when a mass amount of people decide that the action of killing animals for consumption is immoral, and hence put laws in place to ban it.",A Bond of Love Adoption Agency Inc.,,5,1,7,7,6,7,4,4,4,3,6.75,3.75,I felt this was a fair amount that most people could afford.,Woman,,Moderate,,36,Spiritual but no religion,United States of America,No,Black,0,0,0,0,0,0,1,1,0,0
258,instructions,No,"Moral progress would occur if we found a free and accessible source of energy, so countries would stop fighting wars over resources. ",None of these (please enter a charity of your choice),Ocean Conservatory,15,1,6,6,6,6,4,4,4,3,6,3.75,"I gave 75% of the bonus because I feel we must stop killing coral, the base of the food chain. It will get ugly and morality may be the only way we will survive.",Woman,,Liberal,,67,Presbyterianism,United States of America,No,White,0,0,1,1,0,0,0,0,0,0
235,instructions,Not sure,Slavery is immoral and we have progressed because we no longer own slaves. It could occur when the majority of people demand that others act a certain way. ,A Bond of Love Adoption Agency Inc.,,0,0,4,5,4,5,4,5,3,3,4.5,3.75,"I chose the adoption charity, which would align closest to my values but I chose not to donate because I rarely donate to causes, most likely because I am an ungenerous person.",Woman,,Conservative,,54,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
289,instructions,Not sure,I don't know if moral progress occurs but more so our morals change due to increased standards of living and the environment we're raised in. ,Nonviolent Peaceforce (peace efforts),,0,0,5,4,2,3,4,4,3,4,3.5,3.75,I dont know anything about the charity,Man,,Moderate,,27,Agnosticism,United States of America,No,White,0,1,0,0,0,0,1,1,0,0
111,instructions,No,"I think moral progress can occur if people put aside their differences and focus on the greater good. The realization that we are all connected and affect one another could help moral progress by making people avoid causing harm to one another. It involves a deeper understanding that we are all the same and a desire to be a positive force around others. I believe some progress has occurred through taking steps in this direction, like promoting equality among men and women.",Nonviolent Peaceforce (peace efforts),,1,1,6,6,5,7,3,4,4,4,6,3.75,I wanted to donate something but I'm not familiar enough with the charity to be confident in donating a larger amount.,Woman,,Very liberal,,36,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
282,instructions,Yes,"It starts by someone speaking up in the face of adversity, and injustice",Abortion Care Network,,2,1,6,6,6,5,4,5,3,3,5.75,3.75,It was something I could afford,Man,,Very liberal,,38,Atheism,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
101,instructions,Yes,"The establishment of laws and regulatory bodies for those laws has allowed moral progress. For instance, establishing laws against theft, murder, and other forms of crimes. This has allowed society to advance morally. ",A Bond of Love Adoption Agency Inc.,,5,1,6,6,6,6,3,6,3,3,6,3.75,I felt it was an adequate amount to help the charity.,Man,,Very conservative,,31,Catholicism,United States of America,No,White,1,1,0,0,1,0,0,1,0,0
220,instructions,Yes,"I believe moral progress can occur by people valuing others lives. If people were more understanding of others, and appreciative of life itself, I believe moral progress will occur. In the past people would be tortured or even murdered for such small meaningless things such as skin color or sexual orientation. By people having more respect and understanding of others, moral progress will occur.",A Bond of Love Adoption Agency Inc.,,5,1,5,4,4,3,2,5,3,5,4,3.75,I chose $5 because I could really use the other $15 for myself. I wanted to still donate something or I would have felt bad.,Man,,Conservative,,33,Atheism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
186,instructions,Not sure,Moral progress can occur when people who live in close proximity to each other respect each other's humanity and rights fully. This can only happen when there is parity in attainment of resources between different groups. ,Voices for Racial Justice,,10,1,6,5,5,5,4,4,4,3,5.25,3.75,I chose 5% which is a very reasonable amount to donate that will be useful ,Man,,Liberal,,39,Agnosticism,United States of America,No,Black,1,1,0,0,1,1,0,1,0,0
198,instructions,Yes,"In my hypothetical view, I believe that moral progress can occur through various factors and circumstances. I do not believe that improving sociability alone is sufficient to achieve greater social mastery. In my experience, I have noticed that moral progress goes beyond being sociable and friendly in social situations.",Abortion Care Network,,12,1,5,4,3,5,3,3,4,5,4.25,3.75,I think it is the fairest thing to do.,Woman,,Conservative,,23,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
134,instructions,Yes,"Moral progress occurs when people openly identify an issue, communicate about it, and agree to make a positive change or social progress. An example in history is the identification of slavery as a negative and harmful institution so that the practice can be stopped and eradicated. This progress takes time but it is clearly living in the correct direction. ",Palestine Children’s Relief Fund,,20,1,6,4,6,6,2,7,2,4,5.5,3.75,Felt right in the moment,Man,,Moderate,,41,Atheism,United States of America,No,White,1,1,1,0,1,1,0,1,0,0
182,instructions,Yes,Moral progress happens when we grow as people and as a nation. For an example we do not have slavery any more and everyone is free to do as they want when they want. No one gets to tell others about how to live their life or what to do with their own body. An we have freedom of speech were back in the day you could get killed if you didn't agree.  ,Abortion Care Network,,20,1,7,6,6,7,1,6,4,4,6.5,3.75,Its to a good cause and I know people that struggle with complications during birth.,Woman,,Moderate,,30,Other,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
283,instructions,Yes,"Moral progress can happen when political and business leaders behave morally, ethically and serve the interests of the people in the communities they serve. By setting an example and treating all — including those most vulnerable — with respect and tangible support that includes fair prices wages, proper business behavior, the people will behave morally and ethically (at least the overwhelming majority). A sense of community and the behavior to ensure the well being of all will develop.",Voices for Racial Justice,,20,1,7,7,7,7,3,6,3,3,7,3.75,I cannot afford to help others at this time due to the regressive social security system that pays hard working lower wage workers $700-900 monthly and those that worked as professionals earning six figures and amassing enough wealth $3200 a month. An example of an immoral and unethical system in society.,Man,,Very liberal,,67,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
165,instructions,Not sure,"Moral progress is hard because I think everyone has a moral compass, a set of rules that they individually adhere to and that is not universal. I think the only way for moral progress to be made is through understanding that everyone has different values and sees things differently. Until we can all admit that it isn't ""our way or the highway"", we won't make moral progress. ",Abortion Care Network,,10,1,6,5,5,5,3,5,3,4,5.25,3.75,I gave half of my money - I felt that 50/50 was a fair way to split between myself and the needy. ,Woman,,Liberal,,25,Agnosticism,United States of America,No,White,1,1,0,1,1,1,1,1,0,0
98,instructions,Yes,"I think moral progress can occur by reviewing older laws that are ancestors have put in place and, with the knowledge that we have now, decide whether they are laws that are beneficial to society or not. 
I also think that moral progress can occur when we analyze old religious books and notice that the things they did back when they wrote those books were a lot different than today and we can choose not follow those ideas anymore, or at least pick ideas that are good for society as a whole.",Nonviolent Peaceforce (peace efforts),,0,0,5,5,5,6,4,5,4,3,5.25,4,I selected $0 because I cannot really afford to donate to any charities and I don't think that my $20 would do much to help.,Man,,Liberal,,31,Atheism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
266,instructions,Yes,"Moral progress can occur by making sure people are treated fairly and equally. I believe instances such as advancements in race equality, gender equality, and sexual orientation equality are all examples of moral progress.",A Bond of Love Adoption Agency Inc.,,0,0,7,6,5,7,2,6,2,6,6.25,4,I am struggling financially and cannot afford to donate at this time. ,Woman,,Liberal,,32,Catholicism,United States of America,No,White,0,0,0,0,0,0,1,1,0,0
70,instructions,No,"Moral progress can occur through the correct education and understanding of morals. Although, exposure to incorrect education and communication can hinder this. Moral progress can. be achieved through trying to educate others as well, in general, womens advancements of rights have shown moral progress.",Any Woman Can LLC (women's rights),,4,1,5,5,3,5,4,3,4,5,4.5,4,Based on current funds and what makes sense for me financially.,Woman,,Moderate,,24,Catholicism,United States of America,No,White,0,0,0,0,0,0,1,1,0,0
78,instructions,Yes,"It can occur by people being more accepting of others. An example is gay marriage being legalized in the US. Things that were forbidden from traditional laws aren't always bad, but still being upheld and can be changed.",Palestine Children’s Relief Fund,,10,1,6,6,6,6,5,5,3,3,6,4,I thought it was a good amount to donate.,Man,,Very liberal,,28,Agnosticism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
244,instructions,Not sure,"Public buy in is essential to moral progress, as is political will to seek it. Through meditation and mindfulness, humans could achieve much more.",Hope for Ukraine Inc.,,20,1,6,6,4,6,6,4,4,2,5.5,4,"Because it costs me nothing, and despite my own financial troubles I have a better life than most.",Non-binary,,Very liberal,,56,Buddhism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
301,instructions,Yes,"There are out-groups who are looked down upon, feared or despised. When someone in one of those out-groups is a friend or family member, it might change one's perception of others in the group. Gay people are a-okay in American now, for the most part, via this process.",Abortion Care Network,,1,1,6,5,5,6,2,6,4,4,5.5,4,"I'm broke, yo",Man,,Very liberal,,53,Agnosticism,United States of America,No,White,0,0,1,1,0,0,1,1,0,0
129,instructions,Yes,People have more progressive beliefs than they had in the past and are more accepting of others. This helps us be a more tolerant society. People are more educated than they have ever been before and that helps people see things from others' perspectives.,Abortion Care Network,,0,0,6,6,6,6,4,4,4,4,6,4,I never donate to charities in these kinds of studies because I like to personally vet the groups I am giving towards and I also have a few select local charities I like to give to.,Woman,,Liberal,,43,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
248,instructions,Yes,It happens as society learns from its past mistakes and grows with each successive generation.,Hope for Ukraine Inc.,,0,0,5,5,5,5,4,5,4,3,5,4,I cant afford to give much,Man,,Liberal,,34,Agnosticism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
287,instructions,Not sure,moral progress can occur when people slowly realize that maybe their actions are not what you would consider to be moral when they are actively hurting other people. a lot of people need to go through moral progress,Nonviolent Peaceforce (peace efforts),,0,0,4,3,4,4,4,5,4,3,3.75,4,i do not know,Woman,,Moderate,,21,Spiritual but no religion,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
138,instructions,Yes,Moral progress occurs when revaluations of society take place. People generally progress their ideals to be less oppressive the more access they have to information and visualization.,None of these (please enter a charity of your choice),St. Jude's,2,1,5,5,2,5,3,3,5,5,4.25,4,I wanted to give a small portion though I feel like I'd rather choose to give it myself than rely on a third party.,Man,,Conservative,,32,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
22,instructions,Yes,"We need to deepen our grasp of existing moral concepts. As a whole, we can become kinder and more generous. We can instill this in our children with model behavior. ",A Bond of Love Adoption Agency Inc.,,5,1,7,6,4,6,3,5,4,4,5.75,4,because I can't really afford anything more than that. ,Man,,Conservative,,51,Atheism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
67,instructions,Yes,"Moral progress can occur as people become better educated and attention is drawn to immoral behaviors and policies. As people become aware of this it can take time for the moral progress to become mainstream, but eventually it can spread.",Voices for Racial Justice,,5,1,5,5,5,5,3,5,3,5,5,4,I think it is a low enough amount that some people might feel motivated to contribute but not so low that it wouldn't help,Man,,Liberal,,35,Judaism,United States of America,No,White,0,1,0,0,0,1,1,1,0,0
85,instructions,Yes,"As society grows, we become more accepting to ideas that challenge traditional values and morals. This may come from people speaking out, education, and overall shifts in how society functions.",Abortion Care Network,,5,1,6,6,7,5,5,5,2,4,6,4,I would be surprised by the option to donate and would choose a small amount if any. i am more intentional in my donations and often choose mutual aid over charity organizations.,Non-binary,,Very liberal,,29,Atheism,United States of America,No,White,0,1,1,0,0,0,1,1,0,0
142,instructions,Not sure,Moral progress can occur when we do not think of ourselves more highly than others. Treating everyone with kindness.,Hope for Ukraine Inc.,,5,1,5,6,5,6,4,3,3,6,5.5,4,That is what came to mind.,Woman,,Moderate,,73,,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
106,instructions,Yes,"I feel like people used to use religion to keep people in line. To give them a moral compass. Today, I think people are moving further away from religion and actually becoming more moral because the lack of religion. We all know what is good and what is bad.",Any Woman Can LLC (women's rights),,10,1,6,7,6,6,2,6,2,6,6.25,4,Seemed like a good amount without being too greedy.,Man,,Very liberal,,39,Atheism,United States of America,No,White,1,1,1,0,1,1,0,0,0,0
169,instructions,Yes,"
Moral progress often occurs through a combination of factors including increased awareness, education, empathy, and societal evolution. Concrete examples of moral progress can be seen in movements for civil rights, gender equality, and environmental stewardship. As individuals and societies become more informed and empathetic, they are more likely to recognize and rectify injustices, leading to gradual but significant improvements in moral attitudes and behaviors",Abortion Care Network,,10,1,5,4,3,4,5,4,3,4,4,4,Because i will like to donate half of what i have,Man,,Very conservative,,62,Baptist,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
202,instructions,Yes,I believe moral progress has been made when it comes to racism. Things that were acceptable even 25 years ago are no longer deemed moral. Moral progress has also been made when it comes to basic human rights. This includes things like LGBTQ rights.,Any Woman Can LLC (women's rights),,10,1,6,6,6,7,4,5,3,4,6.25,4,I just went halfway between 0 and 20.,Woman,,Moderate,,35,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
256,instructions,Yes,"moral progress can occur as we explore different forms of government and society, along with their results in humanity",Any Woman Can LLC (women's rights),,10,1,7,7,7,7,4,5,5,2,7,4,seemed good,Man,,Very liberal,,38,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
25,instructions,Yes,"I think progress occurs when people speak up for those who are suffering such as slaves and underpaid workers.  When those issues catch the attention of those in power, they can create laws to protect those who can't speak.  This can further acceptance of those people",Any Woman Can LLC (women's rights),,20,1,7,7,6,6,2,6,4,4,6.5,4,I like to donate myself directly and not through other platforms,Woman,,Moderate,,46,Lutheran,United States of America,No,White,1,1,0,0,0,1,0,0,0,0
37,instructions,Not sure,Moral progress can occur by teaching people to understand the experience of others and learning from history.,Any Woman Can LLC (women's rights),,20,1,6,7,6,7,5,4,4,3,6.5,4,The charity deserves the full amount available to donate.,Woman,,Liberal,,27,Pagan,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
93,instructions,Not sure,"it can occur through mass movements, such as people using protest and civil disobedience to try to achieve civil rights. It can occur through violent revolution like in France. It can occur because of massive societal collapse",Abortion Care Network,,20,1,6,6,6,4,4,4,4,4,5.5,4,because I care about abortion access for all,Woman,,Very liberal,,42,Judaism,United States of America,No,White,1,1,0,0,1,0,1,1,0,0
145,instructions,Yes,"I love how we are promoting kindness and equlaity on social media, you see shirts in Target for all ages, there's signs on buildings and billboards, etc.  ",A Bond of Love Adoption Agency Inc.,,20,1,7,6,6,7,3,7,3,3,6.5,4,Because that  particular charity is important to me  and I  can  spare  $20,Woman,,Moderate,,42,Agnosticism,United States of America,No,White,1,1,0,0,1,0,1,1,0,0
178,instructions,Yes,People can recognize injustice done to other people and educate more people on these injustices and make plans to undo or alleviate it. People can also learn about something so traumatizing that it immediately spurs them into exacting moral justice. People can also just be open-minded and understanding to other people's concerns.,Palestine Children’s Relief Fund,,20,1,7,7,7,6,2,6,4,4,6.75,4,I wanted the maximum amount to give to Palestinians.,Non-binary,,Liberal,,24,Buddhism,United States of America,No,Asian,1,1,0,0,1,1,0,0,0,0
181,instructions,Yes,"Moral progress occurs when people recognize areas for improvement. Generally this is people who are oppressed demanding more rights or equitable treatment. This can happen through activism, through protest, through education, through legal reform, or many other ways.",Abortion Care Network,,20,1,7,5,7,7,3,6,2,5,6.5,4,because I care about supporting charitable organizations.,Woman,,Liberal,,38,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
110,instructions,No,"Moral progress can occur when people identify and agree on an objective set of morals that should not change under any circumstances. When there's an objective morality, then there's a clear path toward achieving moral progress. When there's only subjective morality, then no progress can be made.",Nonviolent Peaceforce (peace efforts),,2,1,6,4,4,5,4,4,4,4,4.75,4,Because I'd rather donate more to a different charity.,Woman,,Conservative,,23,Baptist,United States of America,No,Asian,1,1,0,1,1,1,1,0,0,0
285,instructions,No,Moral progress can occur by human nature developing in a way were we forget our differences and continue more toward a moral path.,Genders & Sexualities Alliance Network,,4,1,5,4,4,6,3,5,4,4,4.75,4,I selected it because thats how much I would donate.,Man,,Liberal,,37,Agnosticism,United States of America,No,White,1,1,1,1,1,1,0,0,0,0
46,instructions,Yes,"Moral progress occurs through collective introspection, dialogue, and societal evolution. It involves a gradual shift in attitudes, beliefs, and behaviors towards greater compassion, justice, and ethical conduct. This progress is fostered by critical reflection on past injustices, empathetic understanding of diverse perspectives, and the pursuit of equitable and inclusive policies and practices. As societies engage in ongoing discourse, education, and activism, they can strive towards higher standards of morality, empathy, and social responsibility, ultimately contributing to a more just and compassionate world.",None of these (please enter a charity of your choice),St. Jude,20,1,5,5,5,5,3,5,5,3,5,4,"Its unearned income, let's donate it.",Man,,Moderate,,49,Catholicism,United States of America,No,White,0,1,1,1,0,0,0,0,0,0
76,instructions,Yes,Moral progress can occur as people encounter a wider variety of types of people and learn tolerance and understanding.,Voices for Racial Justice,,20,1,6,6,6,5,3,5,4,4,5.75,4,IT was the maximum available,Woman,,Very liberal,,44,Agnosticism,United States of America,No,White,0,1,0,1,0,0,1,1,0,0
239,instructions,Not sure,"Moral progress seems to occur under duress; either pain in seeing others pain, or great social agitation over an issue that gets enough people listening and deciding where they stand. Gradually policy changes, or people start responding differently to a challenge.


",Any Woman Can LLC (women's rights),,20,1,7,6,5,7,3,5,4,4,6.25,4,i can afford it.,Woman,,Liberal,,74,Spiritual but no religion,United States of America,No,White,1,1,1,1,1,1,0,0,0,0
65,instructions,Yes,"We have laws, many of which didn't exist hundreds of years ago. Many of these laws that now exist ensure that people of different cultures, from different parts of the world, can now coexist together. We also have better methods of dealing with criminals and ascertaining the truth when crimes do occur. Now we have camera footage, we have DNA analysis, fingerprinting, etc. We live in a world less corrupt and less dangerous than it was only a few hundred short years ago. With the onset of new technology, our morals and way of life have shifted for the better.",Hope for Ukraine Inc.,,5,1,5,5,5,5,3,6,3,5,5,4.25," Because It is not coming directly from myself, even though I'd give if I had the money. ",Man,,Conservative,,30,Baptist,United States of America,No,White,0,0,0,0,0,0,1,1,0,0
114,instructions,Yes,"Moral progress occurs when new generations are able to see the bad from previous generations and are able to realize things should be done a different way. It can be slow progress, but it is progress nonetheless.",None of these (please enter a charity of your choice),environmental defense fund,5,1,6,6,6,6,3,6,4,4,6,4.25,"It, like moral progress, may seem a small amount, but when added up between a large amount of people, it gets bigger.",Man,,Liberal,,38,Spiritual but no religion,United States of America,No,White,1,0,0,0,1,0,0,0,0,0
292,instructions,Not sure,"Moral progress can be accomplished by increasing empathy and compassion for others. There needs to be education, reduction in SES differences, and empathy. People need to realize they are more similar than they are different and be able to relate to one another. ",None of these (please enter a charity of your choice),Audubon,10,1,7,7,7,6,4,5,4,4,6.75,4.25,I need the money but I also want to donate as much as I can. ,Man,,Other,anarchist,30,Other,United States of America,No,White,0,0,0,0,0,0,1,1,0,0
300,instructions,Not sure,"About 30 years ago, it was acceptable to say homophobic things and be homophobic. Nowadays, it is frowned upon and can even be considered a hate crime. Same with racism. Progress can happen over time, but there might be other aspects of life where we can go backwards as well.",Abortion Care Network,,10,1,5,4,4,5,4,5,4,4,4.5,4.25,"I chose mostly randomly, but I thought half of the endowment was fair",Man,,Very liberal,,35,Atheism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
